id,retweet_id,twitter_id,user_id,text,language,screen_name,location,in_reply_to_status_id,in_reply_to_user_id,retweet_user_id,truncated,in_reply_to_screen_name,created_at,retweet_count,lat,lon,profile_image_url,source,retweeted,coordinates,favorited,geo,place,in_reply_to_calc,id,user_id,verified,profile_image_url,geo_enabled,followers_count,protected,location,listed_count,utc_offset,statuses_count,description,friends_count,screen_name,lang,favourites_count,name,url,created_at,time_zone,grabbed,name,screen_name,type
3691,0,266078083159822336,611191812,"Fantastic Obama win but 1 big vote still awaited: California proposition 34 to repeal #deathpenalty still not called. Bring it down CA!",NULL,p_kirkpatrick,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:22:13",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,3691,611191812,0,http://a0.twimg.com/profile_images/2638291302/4fc57cdebae7f34f2eb5f29536238b45_normal.jpeg,0,104,0,"London, UK",1,-36000,332,"Charity and social enterprise lawyer",282,p_kirkpatrick,en,7,"Philip Kirkpatrick",,"2012-06-17 20:46:23",Hawaii,1,NULL,NULL,NULL
3705,0,266079405967826944,23125412,"My mistake. Premature death penalty/GMO labeling tweet. Props 34 &amp; 37 have not been called yet. But trailing. Sorry. Time for another cigar.",NULL,JamesPMorrison,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:27:28",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,3705,23125412,0,http://a0.twimg.com/profile_images/2813460653/707d258b60f2a304a728b04e887c14b6_normal.png,0,11796,0,"Not L.A.",457,-28800,20565,"Survivor of Satan's Wild Animal Circus of Agony, Actor (24, Revenge) Minstrel, Grateful Father of an Alien Boy. We're all in this Twilight Zone episode together",757,JamesPMorrison,en,198,"James Morrison",http://www.jpmorrison.com,"2009-03-06 22:00:27","Pacific Time (US & Canada)",1,NULL,NULL,NULL
3710,0,266081215625445377,16739502,"Attempt to end death penalty losing: Proposition 34, which would replace the death penalty in California with li... http://t.co/NgbVzoP2",NULL,kgtv,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:34:40",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,2432,16739502,0,http://a0.twimg.com/profile_images/73888546/10newsdotcom_sm_normal.jpg,0,2116,0,,172,0,25067,,0,kgtv,en,0,kgtv,,"2008-10-14 15:20:35",,1,NULL,NULL,NULL
3713,0,266081219303862272,9616062,"Attempt to end death penalty losing: Proposition 34, which would replace the death penalty in California with li... http://t.co/96rAvKsw",NULL,10News,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:34:40",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,2433,9616062,0,http://a0.twimg.com/profile_images/1227325924/10logo_73x73_normal.gif,0,7099,0,"San Diego, CA",532,-28800,26425,"KGTV-TV ABC",34,10News,en,0,10News,http://www.10News.com,"2007-10-23 06:12:28","Pacific Time (US & Canada)",1,NULL,NULL,NULL
3776,0,266099966169186304,41517512,"“@DrJenGunter: California Proposition 34: Death penalty repeal trailing in early returns http://t.co/vo86iLYi” the big downer of the night",NULL,one_citizen,NULL,NULL,NULL,NULL,0,,"2012-11-07 08:49:10",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,3776,41517512,0,http://a0.twimg.com/profile_images/252638242/sherwin_20090321_1111-smallfeet_normal.jpg,0,334,0,,7,-28800,18086,"Just your average citizen of the world. Fan of sport. Aberdeen FC supporter. Scientist.",728,one_citizen,en,652,"M Brown",http://onecitizen.wordpress.com/,"2009-05-21 03:08:25","Pacific Time (US & Canada)",1,NULL,NULL,NULL
3779,0,266101738669477888,21400372,"RT @DrJenGunter: California Proposition 34: Death penalty repeal trailing in early returns http://t.co/WdUva8jz",NULL,flemingsean,NULL,266099757070557185,25728193,NULL,0,DrJenGunter,"2012-11-07 08:56:13",0,NULL,NULL,NULL,twicca,0,NULL,0,NULL,NULL,DrJenGunter,3779,21400372,0,http://a0.twimg.com/profile_images/2669277076/062dd104d0d555aebb5ecb5273d0c633_normal.jpeg,0,1409,0,"London / Reading (UK)",62,0,18327,"Head of digital for a London PR consultancy. Ex-journo. Guitarist/vocalist with @The\_Subtitles Music on Soundcloud - http://soundcloud.com/sean-fleming-1/tracks",650,flemingsean,en,92,"Sean Fleming",http://www.seanfleming.com,"2009-02-20 14:32:10",London,1,NULL,NULL,NULL
3799,0,266113540258164736,299157832,"RT @kwyxz: La proposition 34 qui visait à abolir la peine de mort a été rejetée aussi. Une victoire au goût amer http://t.co/KGpAWm73 (t ...",NULL,PinkPaink,NULL,NULL,NULL,NULL,0,,"2012-11-07 09:43:06",2,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,kwyxz,631,299157832,0,http://a0.twimg.com/profile_images/1825177454/tetocarre_normal.jpg,1,214,0,"Paris, France ",4,-10800,4084,"Twitter c'est un peu de la merde, non ?
#jechangedopinioncommedechemisemabonnedame",184,PinkPaink,fr,18,"Jojo Pink",http://www.uberpink.fr/,"2011-05-15 16:14:00",Greenland,1,NULL,NULL,NULL
3865,0,266143317190909952,150608668,"I liked a @YouTube video from @hoshnasi http://t.co/tfSnmoU4 California Proposition 34"" ""Let Me Proposition You 2012""",NULL,mrDingleberry44,NULL,NULL,NULL,NULL,0,,"2012-11-07 11:41:26",0,NULL,NULL,NULL,Google,0,NULL,0,NULL,NULL,,3865,150608668,0,http://a0.twimg.com/profile_images/2701259818/78dec208f0dda4eca179c339d27c6caa_normal.jpeg,0,11,0,here,0,-28800,2282,,56,mrDingleberry44,en,0,Tim,http://blog.cottus.org/,"2010-06-01 10:46:30","Pacific Time (US & Canada)",1,NULL,NULL,NULL
3881,0,266151223290372096,121708780,"Proposition 34: Death penalty repeal fails - San Jose Mercury News: Proposition 34: Death penalty repeal failsSa... http://t.co/gRUtIhBO",NULL,jas9889,NULL,NULL,NULL,NULL,0,,"2012-11-07 12:12:51",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,3881,121708780,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,0,96,0,"USA | New York",0,0,31411,"Sport, internet, friends",0,jas9889,en,0,Jas,,"2010-03-10 10:09:05",,1,NULL,NULL,NULL
3936,0,266175984556978176,64990868,"RT @Amicus_ALJ: Proposition 34 loses in California by 6 percentage points. http://t.co/Ze13hm0T",NULL,BartStapert,NULL,NULL,NULL,NULL,0,,"2012-11-07 13:51:14",1,NULL,NULL,NULL,"Twitter for iPad",0,NULL,0,NULL,NULL,Amicus_ALJ,3936,64990868,0,http://a0.twimg.com/profile_images/358538395/Picture0003_normal.jpg,0,333,0,"based in Amsterdam",17,3600,256,"international human rights lawyer, specializing in death penalty and consular affairs",615,BartStapert,en,3,"Bart Stapert",http://www.bohler.eu,"2009-08-12 09:29:46",Amsterdam,1,NULL,NULL,NULL
3941,0,266178517337772033,218460467,"RT @Amicus_ALJ: Proposition 34 loses in California by 6 percentage points. http://t.co/Ze13hm0T",NULL,jonnyhanratty,NULL,NULL,NULL,NULL,0,,"2012-11-07 14:01:18",1,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,Amicus_ALJ,3941,218460467,0,http://a0.twimg.com/profile_images/2764286337/4397ee2aaa65259a65d6691c66f17784_normal.jpeg,1,198,0,"Newcastle University",0,3600,922,"SAFC Season-ticket holder. Third year Law student. Faithful servant of the mighty @Blockbuster\_UK",385,jonnyhanratty,en,0,"Jonathan Hanratty",,"2010-11-22 12:14:03",Amsterdam,1,NULL,NULL,NULL
3943,0,266178913846321153,553025447,"So sad that when the USA has elected a sensible leader California vote rejects proposition 34. Joy and gloom in the same election",NULL,s_charlene,NULL,NULL,NULL,NULL,0,,"2012-11-07 14:02:53",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,3943,553025447,0,http://a0.twimg.com/profile_images/2113157094/image_normal.jpg,1,46,0,"London ",0,0,378,"criminal barrister, music lover and sports nut",133,s_charlene,en,16,Charley,,"2012-04-13 21:35:59",,1,NULL,NULL,NULL
3960,0,266181811988725760,15775056,"We have such a long way to go - sigh RT @smlebens: Anti-Death Penalty Prop. 34 Defeated http://t.co/M3xxhjjG via @nbcbayarea",NULL,jackcarney,NULL,NULL,NULL,NULL,0,,"2012-11-07 14:14:24",0,NULL,NULL,NULL,Echofon,0,NULL,0,NULL,NULL,smlebens,3960,15775056,0,http://a0.twimg.com/profile_images/1763116105/0091_normal.jpg,0,870,0,"Birmingham, Alabama",46,-21600,5869,"Lawyer, Estate Planner, Dad, Catholic and fan of social justice",904,jackcarney,en,92,"Jack Carney",http://www.jackcarneylaw.com,"2008-08-08 06:29:15","Central Time (US & Canada)",1,NULL,NULL,NULL
3962,0,266182248888430593,59942584,"Election Coverage: Prop. 34, proposed change in death penalty law, is defeated http://t.co/OYQsC80C #SantaClarita",NULL,californianewsn,NULL,NULL,NULL,NULL,0,,"2012-11-07 14:16:08",0,NULL,NULL,NULL,dlvr.it,0,NULL,0,NULL,NULL,,128,59942584,0,http://a0.twimg.com/profile_images/330785380/california_flag_normal.jpg,0,7181,0,California,379,-28800,311850,"California News Now ▪ 621 Capitol Mall ▪ Sacramento ▪ California ▪ 95814 ▪ #stateofcalifornia ▪ #westcoast ▪ #goldenstate ▪ #californianews ▪ #california ▪ #CA",10,californianewsn,en,0,"California News Now",,"2009-07-25 01:24:20","Pacific Time (US & Canada)",1,"California News Now",californianewsn,mention
3975,0,266184385034854400,17217788,"Sadly 34 did not pass. We will continue to hemorrhage cash into a horrible system. But yay 30! MT@SFGate: Prop. 30 won. http://t.co/oELYk257",NULL,unrepeatable,NULL,NULL,NULL,NULL,0,,"2012-11-07 14:24:37",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,523,17217788,0,http://a0.twimg.com/profile_images/423033527/toughbounce_normal.jpg,1,110,0,"san francisco",3,-32400,6027,unrepeatable,160,unrepeatable,en,6,Samantha,http://unrepeatable.livejournal.com,"2008-11-06 19:51:30",Alaska,1,NULL,NULL,NULL
4006,0,266191819832954880,368564751,"RT @WebDPN: Death Penalty News: Proposition 34: Death penalty repeal fails http://t.co/hv5xgztc #Prop34",NULL,FloridaDeathRow,NULL,NULL,NULL,NULL,0,,"2012-11-07 14:54:10",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,WebDPN,4006,368564751,0,http://a0.twimg.com/profile_images/1530419379/prison_normal.jpg,0,204,0,Florida,10,0,1755,"A project examining Florida's Death Row system, which has the 2nd largest death row in the U.S. and leads the nation in death row exonerees. ",197,FloridaDeathRow,en,0,"Punishable by Death",http://punishablebydeath.wordpress.com/,"2011-09-05 21:05:11",,1,NULL,NULL,NULL
4009,0,266193542970486784,110340409,"Disappointed that Props 34 and 37 lost. So close California.",NULL,cabeachrunner,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:01:00",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4009,110340409,0,http://a0.twimg.com/profile_images/1459048532/024_normal.JPG,0,22,0,,0,-28800,732,"You may be a lover but you ain't no dancer.",66,cabeachrunner,en,15,Tim,,"2010-02-01 05:51:45","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4011,0,266194198699585536,19415444,"Proposition 34: Death penalty repeal fails http://t.co/ITUHN9He",NULL,PasStarNews,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:03:37",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,2844,19415444,0,http://a0.twimg.com/profile_images/72800443/paslogo_normal.jpg,0,5784,0,"Pasadena, Californa. USA",317,-28800,18338,"News from Pasadena, California and surrounding communities",545,PasStarNews,en,0,"Pasadena Star News",http://www.pasadenastarnews.com,"2009-01-23 21:37:36","Pacific Time (US & Canada)",1,"Pasadena Star News",PasStarNews,mention
4024,0,266197150357135360,299262442,"RT @WebDPN: Death Penalty News: Proposition 34: Death penalty repeal fails http://t.co/hv5xgztc #Prop34",NULL,MiyamaeYukari,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:15:21",3,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,WebDPN,4024,299262442,0,http://a0.twimg.com/profile_images/1361515992/twitter_exposure_normal.jpg,0,1301,0,,116,-21600,19991,"Writer, Journalist, Translator, Researcher. 第四階級（＝司法、立法、行政の権力を監視する言論界）の責任と義務について検討してきました。メディアと市民運動について様々な論考を翻訳、執筆。元ナイトリッダー新聞社メディア研究員。TUPでも多くの作品を発表しています。",185,MiyamaeYukari,en,53,宮前ゆかり,,"2011-05-15 19:35:53","Central Time (US & Canada)",1,NULL,NULL,NULL
4025,0,266197190114959361,858646280,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,GOPDeEvolution,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:15:30",3,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,LailaLalami,4025,858646280,0,http://a0.twimg.com/profile_images/2815622160/73a7b82189c95350fbb9401912c9ca4d_normal.png,0,42406,0,,332,-14400,2244,"Parody Account. ",509,GOPDeEvolution,en,10,"GOP De-Evolution",,"2012-10-02 20:15:04","Atlantic Time (Canada)",1,NULL,NULL,NULL
4037,0,266200180368478208,273568417,"RT @Amicus_ALJ: Proposition 34 loses in California by 6 percentage points. http://t.co/Ze13hm0T",NULL,Rachael_Walsh,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:27:23",3,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,Amicus_ALJ,4037,273568417,0,http://a0.twimg.com/profile_images/2714719635/556b1901d96a86d74d0c5d80007a4e21_normal.jpeg,1,43,0,"Jackson, MS",0,0,108,"Still never eats more than 7 times a day but enjoys a good high five. Now fighting the death penalty from the Office of Capital Defense in Jackson, MS.",167,Rachael_Walsh,en,0,"Rachael Walsh",http://www.amicus-alj.org/internships/blog.php,"2011-03-28 18:57:29",London,1,NULL,NULL,NULL
4038,0,266200409645936640,527569119,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,Cesca_Norris,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:28:18",28,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,LailaLalami,4038,527569119,0,http://a0.twimg.com/profile_images/2492312090/h5leb2htu3098nwpf2b2_normal.jpeg,0,29,0,,1,0,65,,105,Cesca_Norris,en,1,"Francesca Norris",,"2012-03-17 15:36:40",,1,NULL,NULL,NULL
4039,0,266200414129635329,41452641,"RT @KPCC: Proposition 34, the initiative to repeal the death penalty in California, fails 53% to 47%. http://t.co/ki7mIMSO",NULL,DJPKAPLC,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:28:19",0,NULL,NULL,NULL,Echofon,0,NULL,0,NULL,NULL,KPCC,4039,41452641,0,http://a0.twimg.com/profile_images/2275340250/4zzracnnaaxrmovbighb_normal.jpeg,1,171,0,"Los Angeles, California",7,-28800,4622,"Criminal Defense; anti-theist/skeptic; defending the defenseless; defending freedom; fighting the powerful & ignorant; causing as much trouble as possible.",80,DJPKAPLC,en,2,"David Kaloyanides",http://www.FederalCrimesDefender.com,"2009-05-20 21:18:31","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4043,0,266201931058401280,559136932,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,DanialeNabi,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:34:20",31,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,LailaLalami,4043,559136932,0,http://a0.twimg.com/profile_images/2574993755/ubfrzmmy3grzvqz9shqn_normal.jpeg,1,51,0,"Washington DC",1,-18000,612,"Studying Farsi and Iranian politics/human rights through work at the Boroumand Foundation. Views are my own. 
",206,DanialeNabi,en,165,"Daniel Leal ",,"2012-04-21 02:46:27","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4047,0,266203190565957636,579258774,"Death Penalty Remains In Calif. After Voters Reject Prop. 34: California voters defeated Proposition 34... http://t.co/OOsyXk7Q #anaheim",NULL,NewsAnaheimCA,NULL,NULL,NULL,NULL,0,,"2012-11-07 15:39:21",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,104,579258774,0,http://a0.twimg.com/profile_images/2756711749/eda65758819c5c24fd966afe73c40b56_normal.jpeg,0,15,0,"Anaheim,California",2,-25200,4001,"All local  Anaheim,California news all on one twitter. Reviews, sports, events, weather, crime, traffic + tons more!",43,NewsAnaheimCA,en,0,"Anaheim News Network",,"2012-05-13 18:30:19",Arizona,1,NULL,NULL,NULL
4074,0,266209497226285057,61991974,"“@exploreALLEY: so props 30, 34, 35, 36, 39 and 40 all passed.” 69 need to you know Oregon Washington and Colorado legalized weed",NULL,TweetTheseNuttz,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:04:24",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,4074,61991974,0,http://a0.twimg.com/profile_images/2757124005/14eaa959e5b392faa7718f635aae11e4_normal.jpeg,0,286,0,"Somewhere HIGH!!",0,-28800,21470,"insta: titythreechainz",214,TweetTheseNuttz,en,12,Greedy™,,"2009-08-01 08:03:40","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4077,0,266211137937367040,242193097,"RT @KPCC: Proposition 34, the initiative to repeal the death penalty in California, fails 53% to 47%. More on the props here: http://t.c ...",NULL,Oscar_ECastillo,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:10:55",2,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,KPCC,4077,242193097,0,http://a0.twimg.com/profile_images/1620072232/image_normal.jpg,0,26,0,,0,0,540,"Hubby of one, Fathah of two, elephant enthusiast. Real estate mogul trapped in an engineer's body. Lover of all things Geek....follow at your own peril.",225,Oscar_ECastillo,en,12,"Oscar Castillo",,"2011-01-24 05:04:24",,1,NULL,NULL,NULL
4106,0,266219039897026562,40920700,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,jennybach,NULL,NULL,NULL,NULL,0,,"2012-11-07 16:42:19",52,NULL,NULL,NULL,Twitterrific,0,NULL,0,NULL,NULL,LailaLalami,4106,40920700,0,http://a0.twimg.com/profile_images/1898371890/SelkieSpots-sm_normal.jpg,0,111,0,,5,-28800,7547,"eschewing obfuscation one day at a time

http://www.thewildegarden.com",58,jennybach,en,219,"Jenny Wilde",http://www.jennybach.com,"2009-05-18 17:30:17","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4126,0,266223501076209665,748006141,"Proposition 34 Failed, the People Voted No! Congrats California!! http://t.co/Ppo5cPsp",NULL,CJLFsacramento,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:00:03",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,4126,748006141,0,http://a0.twimg.com/profile_images/2702632275/b77f735a907815e8cf93e703b37c748a_normal.jpeg,0,298,0,"Sacramento, CA",0,-28800,195,"Sacramento-Based Criminal Justice Legal Foundation
Please check out our blog: www.crimeandconsequences.com/crimblog",1531,CJLFsacramento,en,10,CJLF,http://www.cjlf.org,"2012-08-09 21:46:36","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4173,0,266235412538880001,413571217,"RT @LailaLalami: Since 1978, California has spent $4 billion to execute 13 people, but Prop. 34, which would have repealed the death pen ...",NULL,lbarnett243,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:47:23",66,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,LailaLalami,4173,413571217,0,http://a0.twimg.com/profile_images/2715412878/2b391f68aa0ad53941eff316aea35177_normal.jpeg,0,166,0,Hudson,0,-18000,2334,"You don't stop playing because you grow old; you grow old because you stop playing.",136,lbarnett243,en,619,"Lauren Barnett",,"2011-11-16 01:27:03","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4179,0,266235458126745600,580334693,"Proposition 34 Death penalty repeal fails San Jose Mercury News http://t.co/O4jjlQ0i",NULL,CAStateReform,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:47:34",0,NULL,NULL,NULL,@CAStateReform,0,NULL,0,NULL,NULL,,10,580334693,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0,1,0,,0,-25200,6337,,0,CAStateReform,en,0,"CA State of Reform",,"2012-05-14 23:26:08",Arizona,1,NULL,NULL,NULL
4181,0,266235466376945665,580334693,"Death Penalty Remains In Calif. After Voters Reject Prop. 34 « CBS ... http://t.co/4MFnt0nN",NULL,CAStateReform,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:47:36",0,NULL,NULL,NULL,@CAStateReform,0,NULL,0,NULL,NULL,,10,580334693,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0,1,0,,0,-25200,6337,,0,CAStateReform,en,0,"CA State of Reform",,"2012-05-14 23:26:08",Arizona,1,NULL,NULL,NULL
4182,0,266235469858222081,266652006,"I got most of what I wanted. @BuckMcKeon @ToddZink @Wilk2012 plus Props 31, 34, 35, 36, 37, 38, 39. Not bad for an #Independent Voter!",NULL,SCV_Network,NULL,NULL,NULL,NULL,0,,"2012-11-07 17:47:37",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,,4182,266652006,0,http://a0.twimg.com/profile_images/1525922874/SCV_normal.jpg,0,818,0,"Santa Clarita Valley",8,-28800,14876,"Bringing Businesses, Community and Leaders together. We have No Labels here. Just people looking for Solutions, promoting eachothers business and activities. He",833,SCV_Network,en,6,"Santa Clarita Valley",,"2011-03-15 15:39:41","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4216,0,266245817071984640,359716213,"They said #DEATH! ""Proposition 34: Death penalty repeal fails - Denver Post"" http://t.co/JSuNS2Z1 #Follow",NULL,CaptainSorrow,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:28:44",0,NULL,NULL,NULL,IFTTT,0,NULL,0,NULL,NULL,,250,359716213,0,http://a0.twimg.com/profile_images/1507483639/raven_normal.gif,0,98,0,,0,-18000,18171,,62,CaptainSorrow,en,0,"Capt. Sorrow",,"2011-08-22 02:00:17",Quito,1,NULL,NULL,NULL
4217,0,266245826102308867,634172237,"http://t.co/KzcLunRy Anti-Death Penalty Prop. 34 Defeated: The latest effort to abolish the death p... http://t.co/i9lAGOHg #News #LA #LB",NULL,LALocalBuzz,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:28:46",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,639,634172237,0,http://a0.twimg.com/profile_images/2633429675/3aee2284c6584fff454d07e92e6411ed_normal.jpeg,0,6540,0,,0,-14400,858,,16,LALocalBuzz,en,0,LosAngelesLocalBuzz,http://www.facebook.com/LosAngelesLocalBuzz,"2012-07-13 00:50:33","Atlantic Time (Canada)",1,NULL,NULL,NULL
4227,0,266249650988785664,732172752,"Propositions 35, 36 pass; Props 34, 37, 38 fail - The Daily Californian http://t.co/1diZBYYL",NULL,Yvonnelee399,NULL,NULL,NULL,NULL,0,,"2012-11-07 18:43:58",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,4227,732172752,0,http://a0.twimg.com/profile_images/2458046869/LadyinRed_thumb_normal.jpg,0,72,0,"Temple City, California",0,0,36,"Not so special, just a regular house wife and mother of two kids. Try to catch my dreams by growing my income @ItworksGlobal.",171,Yvonnelee399,en,0,"Yvonne Lee",http://yvonnecolee.myitworks.com,"2012-08-02 04:56:25",,1,NULL,NULL,NULL
4249,0,266257858037960705,150900004,"Proposition 34 SUCKS",NULL,WillettsLethal,NULL,NULL,NULL,NULL,0,,"2012-11-07 19:16:34",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4249,150900004,0,http://a0.twimg.com/profile_images/1982684715/image_normal.jpg,1,155,0,"corcoran Ca",0,-28800,3979,"follow me haha ",146,WillettsLethal,en,33,"Brandon Marshall ",,"2010-06-02 03:10:59","Pacific Time (US & Canada)",1,"Brandon Marshall ",WillettsLethal,mention
4259,0,266258876125544448,747337681,"Proposition 34: Death penalty repeal fails - The Denver Post http://t.co/9TrVFtKq",NULL,HRAssociation,NULL,NULL,NULL,NULL,0,,"2012-11-07 19:20:37",0,NULL,NULL,NULL,Facebook,0,NULL,0,NULL,NULL,,4259,747337681,0,http://a0.twimg.com/profile_images/2496687603/godind7s7fhof8v0f2c0_normal.jpeg,0,13,0,Germany,1,3600,240,"European Association for Human Rights e.V.: protection & development of human rights worldwide; abolition of death penalty; Justice for Gerald Marshall",57,HRAssociation,de,0,"EA for Human Rights",http://www.human-rights-association.org,"2012-08-09 14:34:53",Berlin,1,NULL,NULL,NULL
4278,0,266267019412905984,33591713,"BULLETIN (AP) — Proposition 34 - Repeal Death Penalty, rejected, California.",NULL,JWilliamsAP,NULL,NULL,NULL,NULL,0,,"2012-11-07 19:52:59",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,650,33591713,0,http://a0.twimg.com/profile_images/1109911583/JAWIlliams_normal.JPG,0,3642,0,"Sacramento, Calif.",263,-28800,3152,"Associated Press political reporter in California capital. Aspiring stealth skiier & NorCal foodie. Impact as a noun only.",928,JWilliamsAP,en,3,"Juliet Williams",,"2009-04-20 17:32:00","Pacific Time (US & Canada)",1,"Juliet Williams",JWilliamsAP,mention
4302,0,266273044811628544,19312968,"Proposition 34: Death penalty repeal fails - LA Daily News http://t.co/Iw7A5OGS",NULL,CAinjuryLawyer,NULL,NULL,NULL,NULL,0,,"2012-11-07 20:16:55",0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,1077,19312968,0,http://a0.twimg.com/profile_images/72405734/cropjim_normal.jpg,0,306,0,"Newport Beach",4,-28800,5411,"Orange County lawyer",181,CAinjuryLawyer,en,5,"James Ballidis",http://allenflatt.com,"2009-01-21 22:47:35","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4354,0,266286385533681665,456794981,"RT @OaklandElle: PS: as pissed as I am about the outcomes of Props 34, 35, and 37, I want to say thank you to everyone who helped Prop 3 ...",NULL,OLAASM,NULL,NULL,NULL,NULL,0,,"2012-11-07 21:09:56",2,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,OaklandElle,4354,456794981,0,http://a0.twimg.com/profile_images/2411561543/72WNXLTl_normal,1,1187,0,"Los Angeles",44,-32400,8000,"We infiltrate(d) the movement to foster internal divisions and rivalries, according to Chris Hedges. ",2001,OLAASM,en,4617,"OLAASM ",http://ola-asm.tumblr.com/,"2012-01-06 17:29:44",Alaska,1,NULL,NULL,NULL
4451,0,266329214624600066,18955918,"Voters retain death penalty in Calif. (Prop. 34 loses by 6 pts.; many call for death penalty reform) http://t.co/pfVP1i9O",NULL,baptistpress,NULL,NULL,NULL,NULL,0,,"2012-11-08 00:00:07",0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,4451,18955918,0,http://a0.twimg.com/profile_images/1679610694/BP_LOGO_SOCIAL_MEDIA_normal.jpg,0,14809,0,"Nashville, Tenn. USA",541,-21600,12342,"Breaking news, top nat'l & int'l evangelical news, and thought-provoking opinion from Baptist Press, the daily news service of the Southern Baptist Convention.",67,baptistpress,en,0,baptistpress,http://bpnews.net,"2009-01-13 22:11:38","Central Time (US & Canada)",1,baptistpress,baptistpress,mention
